"Ar";"Fylke";"Hovednaring";"Naring";"Naringshovedgruppe";"Naringsgruppe";"AntallTilsyn";"AntallMedReaksjon";"AntallReaksjoner"
"2019";"Oslo";"C Industri";"22 Produksjon av gummi- og plastprodukter";"22.2 Produksjon av plastprodukter";"22.29 Produksjon av plastprodukter ellers";"1";"1";"10"
"2019";"Oslo";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.6 Overflatebehandling og bearbeiding av metaller";"25.62 Bearbeiding av metaller";"2";"2";"12"
"2019";"Oslo";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.2 Produksjon av andre maskiner og annet utstyr til generell bruk";"28.29 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"2";"2";"4"
"2019";"Oslo";"D Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35 Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35.1 Produksjon, overføring og distribusjon av elektrisitet";"35.11 Produksjon av elektrisitet";"4";"2";"2"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.2 Oppføring av bygninger";"41.20 Oppføring av bygninger";"197";"141";"409"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.22 VVS-arbeid";"24";"10";"23"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.34 Maler- og glassarbeid";"29";"16";"44"
"2019";"Oslo";"K Finansierings- og forsikringsvirksomhet";"64 Finansieringsvirksomhet";"64.2 Holdingselskaper";"64.20 Holdingselskaper";"1";"1";"1"
"2019";"Oslo";"K Finansierings- og forsikringsvirksomhet";"65 Forsikringsvirksomhet og pensjonskasser, unntatt trygdeordninger underlagt offentlig forvaltning";"65.1 Forsikring";"65.11 Livsforsikring";"1";"0";"0"
"2019";"Oslo";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.2 Utleie av egen eller leid fast eiendom";"68.20 Utleie av egen eller leid fast eiendom";"13";"11";"25"
"2019";"Oslo";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.3 Omsetning og drift av fast eiendom på oppdrag";"68.32 Eiendomsforvaltning";"1";"1";"2"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"70 Hovedkontortjenester, administrativ rådgivning";"70.2 Administrativ rådgivning";"70.22 Bedriftsrådgivning og annen administrativ rådgivning";"2";"0";"0"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.11 Arkitektvirksomhet";"1";"1";"8"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.2 Teknisk prøving og analyse";"71.20 Teknisk prøving og analyse";"1";"1";"1"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"77 Utleie- og leasingvirksomhet";"77.1 Utleie og leasing av motorvogner";"77.11 Utleie og leasing av biler og andre lette motorvogner";"4";"4";"11"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"77 Utleie- og leasingvirksomhet";"77.3 Utleie og leasing av andre maskiner, og annet utstyr og materiell";"77.32 Utleie og leasing av bygge- og anleggsmaskiner og -utstyr";"3";"3";"4"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"78 Arbeidskrafttjenester";"78.1 Rekruttering og formidling av arbeidskraft";"78.10 Rekruttering og formidling av arbeidskraft";"1";"1";"3"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"78 Arbeidskrafttjenester";"78.2 Utleie av arbeidskraft";"78.20 Utleie av arbeidskraft";"24";"5";"16"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.1 Kombinerte tjenester tilknyttet eiendomsdrift";"81.10 Kombinerte tjenester tilknyttet eiendomsdrift";"6";"5";"13"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.21 Rengjøring av bygninger";"33";"19";"52"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.3 Beplantning av hager og parkanlegg";"81.30 Beplantning av hager og parkanlegg";"11";"4";"6"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.1 Handel med motorvogner, unntatt motorsykler";"45.11 Handel med biler og lette motorvogner, unntatt motorsykler";"8";"7";"29"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.4 Handel med motorsykler, deler og utstyr. Vedlikehold og reparasjon av motorsykler";"45.40 Handel med motorsykler, deler og utstyr. Vedlikehold og reparasjon av motorsykler";"1";"1";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.72 Engroshandel med metaller og metallholdig malm";"1";"1";"1"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.29 Butikkhandel med nærings- og nytelsesmidler ellers";"3";"1";"9"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.4 Butikkhandel med IKT-utstyr i spesialforretninger";"47.42 Butikkhandel med telekommunikasjonsutstyr";"1";"1";"6"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.77 Butikkhandel med ur, gull- og sølvvarer";"1";"1";"6"
"2019";"Oslo";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.21 Andre tjenester tilknyttet landtransport";"5";"2";"2"
"2019";"Oslo";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.24 Lasting og lossing";"1";"1";"2"
"2019";"Oslo";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.1 Landsdekkende posttjenester";"53.10 Landsdekkende posttjenester";"1";"0";"0"
"2019";"Oslo";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.3 Drift av campingplasser";"55.30 Drift av campingplasser";"1";"1";"5"
"2019";"Oslo";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"56.29 Kantiner drevet som selvstendig virksomhet";"2";"2";"5"
"2019";"Oslo";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.3 Drift av barer";"56.30 Drift av barer";"5";"4";"12"
"2019";"Oslo";"J Informasjon og kommunikasjon";"59 Film-, video- og fjernsynsprogramproduksjon, utgivelse av musikk- og lydopptak";"59.1 Virksomhet innen film, video og fjernsynsprogrammer";"59.11 Produksjon av film, video og fjernsynsprogrammer";"1";"0";"0"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"69 Juridisk og regnskapsmessig tjenesteyting";"69.2 Regnskap, revisjon og skatterådgivning";"69.20 Regnskap, revisjon og skatterådgivning";"2";"1";"2"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.23 Butikkhandel med fisk, skalldyr og bløtdyr";"1";"1";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.24 Butikkhandel med bakervarer, konditorvarer og sukkervarer";"1";"1";"1"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.3 Detaljhandel med drivstoff til motorvogner";"47.30 Detaljhandel med drivstoff til motorvogner";"1";"1";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.71 Butikkhandel med klær";"3";"3";"17"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.9 Detaljhandel utenom utsalgssted";"47.91 Postordrehandel og handel via Internett";"2";"1";"1"
"2019";"Oslo";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.31 Transport med rutebil og sporvei i by- og forstadsområde";"3";"3";"8"
"2019";"Oslo";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.39 Landtransport med passasjerer ikke nevnt annet sted";"2";"2";"5"
"2019";"Oslo";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.1 Lagring";"52.10 Lagring";"0";"0";"1"
"2019";"Oslo";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.29 Andre tjenester tilknyttet transport";"9";"6";"14"
"2019";"Oslo";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.2 Andre post- og budtjenester";"53.20 Andre post- og budtjenester";"6";"5";"14"
"2019";"Oslo";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.1 Hotellvirksomhet";"55.10 Hotellvirksomhet";"8";"6";"17"
"2019";"Oslo";"K Finansierings- og forsikringsvirksomhet";"64 Finansieringsvirksomhet";"64.1 Bankvirksomhet";"64.19 Bankvirksomhet ellers";"2";"1";"1"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"69 Juridisk og regnskapsmessig tjenesteyting";"69.1 Juridisk tjenesteyting";"69.10 Juridisk tjenesteyting";"1";"1";"5"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"79 Reisebyrå- og reisearrangørvirksomhet og tilknyttede tjenester";"79.9 Annen arrangørvirksomhet og tilknyttede tjenester";"79.90 Annen arrangørvirksomhet og tilknyttede tjenester";"1";"1";"6"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"80 Vakttjeneste og etterforsking";"80.1 Private vakttjenester";"80.10 Private vakttjenester";"2";"1";"6"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"82 Annen forretningsmessig tjenesteyting";"82.2 Telefonvakttjenester og telefonsalg";"82.20 Telefonvakttjenester og telefonsalg";"1";"0";"0"
"2019";"Oslo";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.12 Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"7";"4";"8"
"2019";"Oslo";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"4";"2";"6"
"2019";"Oslo";"P Undervisning";"85 Undervisning";"85.2 Grunnskoleundervisning";"85.20 Grunnskoleundervisning";"9";"8";"22"
"2019";"Oslo";"P Undervisning";"85 Undervisning";"85.5 Annen undervisning";"85.59 Annen undervisning ikke nevnt annet sted";"1";"0";"0"
"2019";"Oslo";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.2 Lege- og tannlegetjenester";"86.21 Legetjeneste";"3";"2";"6"
"2019";"Oslo";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.9 Andre helsetjenester";"86.90 Andre helsetjenester";"3";"3";"13"
"2019";"Oslo";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.9 Andre omsorgsinstitusjoner";"87.90 Andre omsorgsinstitusjoner";"2";"1";"2"
"2019";"Oslo";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"88.10 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"1";"1";"4"
"2019";"Oslo";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"92 Lotteri og totalisatorspill";"92.0 Lotteri og totalisatorspill";"92.00 Lotteri og totalisatorspill";"9";"9";"31"
"2019";"Oslo";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.91 Religiøse organisasjoner";"2";"1";"12"
"2019";"Oslo";"S Annen tjenesteyting";"95 Reparasjon av datamaskiner, husholdningsvarer og varer til personlig bruk";"95.2 Reparasjon av husholdningsvarer og varer til personlig bruk";"95.23 Reparasjon av skotøy og lærvarer";"2";"1";"4"
"2019";"Rogaland";"A Jordbruk, skogbruk og fiske";"03 Fiske, fangst og akvakultur";"03.1 Fiske og fangst";"03.11 Hav- og kystfiske og fangst";"1";"1";"2"
"2019";"Rogaland";"A Jordbruk, skogbruk og fiske";"03 Fiske, fangst og akvakultur";"03.2 Akvakultur";"03.21 Hav- og kystbasert akvakultur";"1";"0";"0"
"2019";"Rogaland";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.2 Bearbeiding og konservering av fisk, skalldyr og bløtdyr";"10.20 Bearbeiding og konservering av fisk, skalldyr og bløtdyr";"2";"1";"1"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"80 Vakttjeneste og etterforsking";"80.2 Tjenester tilknyttet vakttjenester";"80.20 Tjenester tilknyttet vakttjenester";"1";"1";"5"
"2019";"Oslo";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.2 Offentlig administrasjon tilknyttet utenriks- og sikkerhetssaker";"84.22 Forsvar";"1";"0";"0"
"2019";"Oslo";"P Undervisning";"85 Undervisning";"85.3 Undervisning på videregående skoles nivå";"85.31 Videregående opplæring innen allmennfaglige studieretninger";"2";"1";"3"
"2019";"Oslo";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.3 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"87.30 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"1";"1";"7"
"2019";"Oslo";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.91 Sosialtjenester uten botilbud for barn og ungdom";"1";"1";"1"
"2019";"Oslo";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"90 Kunstnerisk virksomhet og underholdningsvirksomhet";"90.0 Kunstnerisk virksomhet og underholdningsvirksomhet";"90.04 Drift av lokaler tilknyttet kunstnerisk virksomhet";"1";"0";"0"
"2019";"Oslo";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.11 Drift av idrettsanlegg";"1";"1";"2"
"2019";"Oslo";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.12 Idrettslag og -klubber";"1";"0";"0"
"2019";"Oslo";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.19 Andre sportsaktiviteter";"0";"0";"3"
"2019";"Oslo";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.2 Fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.21 Drift av fornøyelses- og temaparker";"2";"2";"10"
"2019";"Oslo";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.01 Vaskeri- og renserivirksomhet";"6";"5";"17"
"2019";"Oslo";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.02 Frisering og annen skjønnhetspleie";"3";"2";"7"
"2019";"Oslo";"T Lønnet arbeid i private husholdninger";"97 Lønnet arbeid i private husholdninger";"97.0 Lønnet arbeid i private husholdninger";"97.00 Lønnet arbeid i private husholdninger";"1";"0";"0"
"2019";"Rogaland";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.45 Saue- og geitehold";"6";"5";"7"
"2019";"Rogaland";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.6 Tjenester tilknyttet jordbruk og etterbehandling av vekster etter innhøsting";"01.62 Tjenester tilknyttet husdyrhold";"3";"1";"1"
"2019";"Rogaland";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.6 Produksjon av kornvarer, stivelse og stivelsesprodukter";"10.61 Produksjon av kornvarer";"1";"0";"0"
"2019";"Rogaland";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.9 Produksjon av fôrvarer";"10.92 Produksjon av fôrvarer til kjæledyr";"1";"1";"2"
"2019";"Rogaland";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.2 Produksjon av varer av tre, kork, strå og flettematerialer";"16.23 Produksjon av andre bygningsartikler";"4";"2";"8"
"2019";"Rogaland";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.1 Produksjon av glass og glassprodukter";"23.12 Bearbeiding av planglass";"1";"1";"2"
"2019";"Rogaland";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.9 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"23.99 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"1";"1";"1"
"2019";"Rogaland";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.1 Produksjon av metallkonstruksjoner";"25.12 Produksjon av dører og vinduer av metall";"1";"0";"0"
"2019";"Rogaland";"C Industri";"27 Produksjon av elektrisk utstyr";"27.1 Produksjon av elektromotorer, generatorer, transformatorer og elektriske fordelings- og kontrolltavler og paneler";"27.12 Produksjon av elektriske fordelings- og kontrolltavler og paneler";"1";"0";"0"
"2019";"Rogaland";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.3 Produksjon av jordbruks- og skogbruksmaskiner";"28.30 Produksjon av jordbruks- og skogbruksmaskiner";"1";"0";"0"
"2019";"Rogaland";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.1 Innsamling av avfall";"38.11 Innsamling av ikke-farlig avfall";"1";"0";"0"
"2019";"Rogaland";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.3 Materialgjenvinning";"38.32 Sortering og bearbeiding av avfall for materialgjenvinning";"1";"1";"2"
"2019";"Rogaland";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.11 Bygging av veier og motorveier";"1";"0";"0"
