"Ar";"Fylke";"Hovednaring";"Naring";"Naringshovedgruppe";"Naringsgruppe";"AntallTilsyn";"AntallMedReaksjon";"AntallReaksjoner"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.4 Handel med motorsykler, deler og utstyr. Vedlikehold og reparasjon av motorsykler";"45.40 Handel med motorsykler, deler og utstyr. Vedlikehold og reparasjon av motorsykler";"1";"1";"1"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.69 Engroshandel med maskiner og utstyr ellers";"1";"0";"0"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.59 Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler";"2";"1";"1"
"2018";"Agder";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.3 Drift av campingplasser";"55.30 Drift av campingplasser";"3";"2";"8"
"2018";"Agder";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.3 Drift av barer";"56.30 Drift av barer";"3";"3";"7"
"2018";"Agder";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.2 Teknisk prøving og analyse";"71.20 Teknisk prøving og analyse";"1";"1";"1"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.3 Handel med deler og utstyr til motorvogner, unntatt motorsykler";"45.32 Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler";"4";"3";"5"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.39 Engroshandel med bredt utvalg av nærings- og nytelsesmidler";"3";"1";"6"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.63 Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet";"1";"1";"2"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.73 Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr";"5";"2";"6"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.77 Engroshandel med avfall og skrap";"1";"0";"0"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.9 Detaljhandel utenom utsalgssted";"47.91 Postordrehandel og handel via Internett";"1";"1";"9"
"2018";"Agder";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.39 Landtransport med passasjerer ikke nevnt annet sted";"1";"1";"2"
"2018";"Agder";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.2 Drift av vandrerhjem og ferieleiligheter";"55.20 Drift av vandrerhjem og ferieleiligheter";"1";"1";"2"
"2018";"Agder";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.1 Kjøp og salg av egen fast eiendom";"68.10 Kjøp og salg av egen fast eiendom";"4";"2";"5"
"2018";"Agder";"N Forretningsmessig tjenesteyting";"77 Utleie- og leasingvirksomhet";"77.3 Utleie og leasing av andre maskiner, og annet utstyr og materiell";"77.31 Utleie og leasing av landbruksmaskiner og -utstyr";"1";"1";"5"
"2018";"Agder";"N Forretningsmessig tjenesteyting";"78 Arbeidskrafttjenester";"78.2 Utleie av arbeidskraft";"78.20 Utleie av arbeidskraft";"14";"7";"18"
"2018";"Agder";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.12 Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"3";"2";"3"
"2018";"Agder";"P Undervisning";"85 Undervisning";"85.2 Grunnskoleundervisning";"85.20 Grunnskoleundervisning";"1";"1";"2"
"2018";"Agder";"P Undervisning";"85 Undervisning";"85.6 Tjenester tilknyttet undervisning";"85.60 Tjenester tilknyttet undervisning";"1";"0";"0"
"2018";"Agder";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.3 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"87.30 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"2";"1";"4"
"2018";"Agder";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.11 Drift av idrettsanlegg";"1";"0";"0"
"2018";"Agder";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.12 Idrettslag og -klubber";"1";"0";"0"
"2018";"Buskerud";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.2 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"45.20 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"1";"1";"1"
"2018";"Buskerud";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.39 Engroshandel med bredt utvalg av nærings- og nytelsesmidler";"1";"1";"1"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.11 Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster";"3";"1";"1"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.42 Oppdrett av annet storfe";"4";"2";"7"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.43 Oppdrett av hester og andre dyr av hestefamilien";"1";"1";"4"
"2018";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.1 Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer";"10.11 Bearbeiding og konservering av kjøtt";"5";"1";"2"
"2018";"Innlandet";"C Industri";"11 Produksjon av drikkevarer";"11.0 Produksjon av drikkevarer";"11.07 Produksjon av mineralvann, leskedrikker og annet vann på flaske";"1";"0";"0"
"2018";"Innlandet";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.2 Produksjon av varer av tre, kork, strå og flettematerialer";"16.23 Produksjon av andre bygningsartikler";"25";"14";"31"
"2018";"Innlandet";"C Industri";"17 Produksjon av papir og papirvarer";"17.2 Produksjon av varer av papir og papp";"17.23 Produksjon av kontorartikler av papir";"2";"1";"2"
"2018";"Agder";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.2 Utleie av egen eller leid fast eiendom";"68.20 Utleie av egen eller leid fast eiendom";"10";"9";"15"
"2018";"Agder";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.3 Omsetning og drift av fast eiendom på oppdrag";"68.31 Eiendomsmegling";"1";"0";"0"
"2018";"Agder";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.3 Omsetning og drift av fast eiendom på oppdrag";"68.32 Eiendomsforvaltning";"1";"0";"0"
"2018";"Agder";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.11 Arkitektvirksomhet";"2";"0";"0"
"2018";"Agder";"N Forretningsmessig tjenesteyting";"78 Arbeidskrafttjenester";"78.1 Rekruttering og formidling av arbeidskraft";"78.10 Rekruttering og formidling av arbeidskraft";"1";"1";"1"
"2018";"Agder";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.1 Kombinerte tjenester tilknyttet eiendomsdrift";"81.10 Kombinerte tjenester tilknyttet eiendomsdrift";"2";"2";"7"
"2018";"Agder";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.21 Rengjøring av bygninger";"20";"17";"17"
"2018";"Agder";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.3 Beplantning av hager og parkanlegg";"81.30 Beplantning av hager og parkanlegg";"2";"0";"0"
"2018";"Agder";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.1 Sykehustjenester";"86.10 Sykehustjenester";"1";"1";"33"
"2018";"Agder";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.9 Andre helsetjenester";"86.90 Andre helsetjenester";"9";"7";"32"
"2018";"Agder";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.91 Religiøse organisasjoner";"2";"1";"2"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.47 Fjørfehold";"3";"1";"2"
"2018";"Innlandet";"B Bergverksdrift og utvinning";"08 Bryting og bergverksdrift ellers";"08.1 Bryting av stein, utvinning av sand og leire";"08.12 Utvinning fra grus- og sandtak, og utvinning av leire og kaolin";"1";"1";"3"
"2018";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.1 Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer";"10.13 Produksjon av kjøtt- og fjørfevarer";"5";"5";"16"
"2018";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.2 Bearbeiding og konservering av fisk, skalldyr og bløtdyr";"10.20 Bearbeiding og konservering av fisk, skalldyr og bløtdyr";"1";"0";"0"
"2017";"Viken";"P Undervisning";"85 Undervisning";"85.3 Undervisning på videregående skoles nivå";"85.32 Videregående opplæring innen tekniske og andre yrkesfaglige studieretninger";"2";"2";"17"
"2017";"Viken";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.2 Lege- og tannlegetjenester";"86.21 Legetjeneste";"4";"4";"18"
"2017";"Viken";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.9 Andre helsetjenester";"86.90 Andre helsetjenester";"16";"13";"33"
"2017";"Viken";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.3 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"87.30 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"18";"11";"23"
"2017";"Viken";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.9 Andre omsorgsinstitusjoner";"87.90 Andre omsorgsinstitusjoner";"7";"5";"13"
"2017";"Viken";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"88.10 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"8";"5";"14"
"2017";"Viken";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.19 Andre sportsaktiviteter";"2";"2";"13"
"2017";"Viken";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.91 Religiøse organisasjoner";"2";"2";"11"
"2017";"Viken";"S Annen tjenesteyting";"95 Reparasjon av datamaskiner, husholdningsvarer og varer til personlig bruk";"95.2 Reparasjon av husholdningsvarer og varer til personlig bruk";"95.24 Reparasjon av møbler og boliginnredning";"1";"0";"0"
"2017";"Viken";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.09 Personlig tjenesteyting ikke nevnt annet sted";"3";"3";"22"
"2018";"Agder";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.11 Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster";"1";"0";"0"
"2018";"Agder";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.41 Melkeproduksjon på storfe";"4";"0";"0"
"2018";"Agder";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.7 Produksjon av bakeri- og pastavarer";"10.71 Produksjon av brød og ferske konditorvarer";"12";"11";"35"
"2018";"Agder";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.8 Produksjon av andre næringsmidler";"10.83 Bearbeiding av te og kaffe";"1";"0";"0"
"2018";"Agder";"C Industri";"11 Produksjon av drikkevarer";"11.0 Produksjon av drikkevarer";"11.01 Destillering, rektifisering og blanding av sprit";"1";"0";"0"
"2018";"Agder";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.2 Offentlig administrasjon tilknyttet utenriks- og sikkerhetssaker";"84.24 Politi- og påtalemyndighet";"1";"0";"0"
"2018";"Agder";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"88.10 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"1";"1";"1"
"2018";"Agder";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"91 Drift av biblioteker, arkiver, museer og annen kulturvirksomhet";"91.0 Drift av biblioteker, arkiver, museer og annen kulturvirksomhet";"91.04 Drift av botaniske og zoologiske hager og naturreservater";"2";"1";"1"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.41 Melkeproduksjon på storfe";"3";"2";"2"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.49 Husdyrhold ellers";"1";"0";"0"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"02 Skogbruk og tjenester tilknyttet skogbruk";"02.4 Tjenester tilknyttet skogbruk";"02.40 Tjenester tilknyttet skogbruk";"12";"3";"4"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"03 Fiske, fangst og akvakultur";"03.2 Akvakultur";"03.21 Hav- og kystbasert akvakultur";"1";"0";"0"
"2018";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.5 Produksjon av meierivarer og iskrem";"10.51 Produksjon av meierivarer";"2";"2";"7"
"2018";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.7 Produksjon av bakeri- og pastavarer";"10.71 Produksjon av brød og ferske konditorvarer";"12";"11";"58"
"2018";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.9 Produksjon av fôrvarer";"10.91 Produksjon av fôrvarer til husdyrhold";"1";"1";"3"
"2018";"Innlandet";"C Industri";"13 Produksjon av tekstiler";"13.9 Produksjon av andre tekstiler";"13.94 Produksjon av tauverk og nett";"1";"1";"1"
"2018";"Innlandet";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.1 Saging, høvling og impregnering av tre";"16.10 Saging, høvling og impregnering av tre";"9";"7";"18"
"2018";"Innlandet";"C Industri";"18 Trykking og reproduksjon av innspilte opptak";"18.1 Trykking og tjenester tilknyttet trykking";"18.11 Trykking av aviser";"1";"0";"0"
"2018";"Innlandet";"C Industri";"22 Produksjon av gummi- og plastprodukter";"22.2 Produksjon av plastprodukter";"22.22 Produksjon av plastemballasje";"2";"0";"0"
"2018";"Agder";"C Industri";"11 Produksjon av drikkevarer";"11.0 Produksjon av drikkevarer";"11.07 Produksjon av mineralvann, leskedrikker og annet vann på flaske";"1";"1";"1"
"2018";"Agder";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.1 Saging, høvling og impregnering av tre";"16.10 Saging, høvling og impregnering av tre";"4";"4";"6"
"2018";"Agder";"C Industri";"22 Produksjon av gummi- og plastprodukter";"22.2 Produksjon av plastprodukter";"22.21 Produksjon av halvfabrikater av plast";"1";"1";"2"
"2018";"Agder";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.2 Produksjon av tanker, cisterner og andre beholdere av metall";"25.29 Produksjon av andre tanker, cisterner og beholdere av metall";"1";"1";"1"
"2018";"Agder";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.5 Smiing, stansing og valsing av metall, og pulvermetallurgi";"25.50 Smiing, stansing og valsing av metall, og pulvermetallurgi";"2";"1";"1"
"2018";"Agder";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.1 Produksjon av maskiner og utstyr til generell bruk";"28.11 Produksjon av motorer og turbiner, unntatt motorer til luftfartøyer og motorvogner";"1";"1";"1"
"2018";"Agder";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.9 Produksjon av andre spesialmaskiner";"28.92 Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet";"2";"0";"0"
"2018";"Agder";"C Industri";"30 Produksjon av andre transportmidler";"30.1 Bygging av skip og båter";"30.11 Bygging av skip og flytende materiell";"3";"1";"3"
"2018";"Agder";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.2 Behandling og disponering av avfall";"38.21 Behandling og disponering av ikke-farlig avfall";"1";"1";"1"
"2018";"Agder";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.13 Bygging av bruer og tunneler";"2";"0";"0"
"2018";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.21 Elektrisk installasjonsarbeid";"15";"3";"3"
"2018";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.29 Annet installasjonsarbeid";"3";"0";"0"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.38 Engroshandel med andre næringsmidler, herunder fisk, skalldyr og bløtdyr";"1";"0";"0"
"2018";"Innlandet";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.3 Bearbeiding og konservering av frukt og grønnsaker";"10.31 Bearbeiding og konservering av poteter";"2";"0";"0"
"2018";"Innlandet";"C Industri";"13 Produksjon av tekstiler";"13.2 Veving av tekstiler";"13.20 Veving av tekstiler";"1";"0";"0"
"2018";"Innlandet";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.2 Produksjon av varer av tre, kork, strå og flettematerialer";"16.24 Produksjon av treemballasje";"2";"2";"5"
"2018";"Innlandet";"C Industri";"18 Trykking og reproduksjon av innspilte opptak";"18.1 Trykking og tjenester tilknyttet trykking";"18.12 Trykking ellers";"2";"2";"5"
"2018";"Innlandet";"C Industri";"18 Trykking og reproduksjon av innspilte opptak";"18.1 Trykking og tjenester tilknyttet trykking";"18.13 Ferdiggjøring før trykking og publisering";"1";"1";"3"
"2018";"Innlandet";"C Industri";"20 Produksjon av kjemikalier og kjemiske produkter";"20.1 Produksjon av kjemiske råvarer, gjødsel og nitrogenforbindelser, basisplast og syntetisk gummi";"20.15 Produksjon av gjødsel, nitrogenforbindelser og vekstjord";"1";"1";"3"
"2018";"Innlandet";"C Industri";"20 Produksjon av kjemikalier og kjemiske produkter";"20.5 Produksjon av andre kjemiske produkter";"20.59 Produksjon av kjemiske produkter ikke nevnt annet sted";"1";"1";"1"
"2018";"Innlandet";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.1 Produksjon av glass og glassprodukter";"23.13 Produksjon av emballasje og husholdningsartikler av glass og krystall";"1";"1";"1"
"2018";"Innlandet";"C Industri";"24 Produksjon av metaller";"24.4 Produksjon av ikke-jernholdige metaller";"24.42 Produksjon av aluminium";"2";"1";"4"
"2018";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.1 Produksjon av metallkonstruksjoner";"25.12 Produksjon av dører og vinduer av metall";"2";"1";"1"
"2018";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.9 Produksjon av andre metallvarer";"25.94 Produksjon av bolter og skruer";"2";"1";"2"
"2018";"Innlandet";"C Industri";"27 Produksjon av elektrisk utstyr";"27.4 Produksjon av belysningsutstyr";"27.40 Produksjon av belysningsutstyr";"1";"1";"4"
"2018";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.3 Produksjon av jordbruks- og skogbruksmaskiner";"28.30 Produksjon av jordbruks- og skogbruksmaskiner";"3";"3";"8"
"2018";"Innlandet";"C Industri";"31 Produksjon av møbler";"31.0 Produksjon av møbler";"31.01 Produksjon av kontor- og butikkmøbler";"1";"1";"2"
"2018";"Innlandet";"C Industri";"32 Annen industriproduksjon";"32.3 Produksjon av sportsartikler";"32.30 Produksjon av sportsartikler";"2";"2";"6"
"2018";"Innlandet";"C Industri";"32 Annen industriproduksjon";"32.9 Industriproduksjon ikke nevnt annet sted";"32.99 Annen industriproduksjon ikke nevnt annet sted";"1";"1";"2"
"2018";"Innlandet";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.1 Innsamling av avfall";"38.11 Innsamling av ikke-farlig avfall";"3";"1";"2"
"2018";"Innlandet";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.3 Materialgjenvinning";"38.32 Sortering og bearbeiding av avfall for materialgjenvinning";"1";"1";"1"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.1 Utvikling av byggeprosjekter";"41.10 Utvikling av byggeprosjekter";"11";"9";"34"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.2 Oppføring av bygninger";"41.20 Oppføring av bygninger";"237";"184";"543"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.2 Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon";"42.21 Bygging av vann- og kloakkanlegg";"1";"0";"0"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.22 VVS-arbeid";"8";"5";"16"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.9 Annen spesialisert bygge- og anleggsvirksomhet";"43.99 Annen spesialisert bygge- og anleggsvirksomhet";"25";"19";"60"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.2 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"45.20 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"6";"5";"16"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.3 Handel med deler og utstyr til motorvogner, unntatt motorsykler";"45.32 Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler";"3";"3";"8"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.33 Engroshandel med meierivarer, egg, matolje og -fett";"1";"0";"0"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.63 Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet";"4";"2";"13"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.73 Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr";"5";"1";"10"
"2018";"Innlandet";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.1 Produksjon av glass og glassprodukter";"23.12 Bearbeiding av planglass";"1";"1";"9"
"2018";"Innlandet";"C Industri";"24 Produksjon av metaller";"24.2 Produksjon av andre rør og rørdeler av stål";"24.20 Produksjon av andre rør og rørdeler av stål";"1";"1";"2"
"2018";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.2 Produksjon av andre maskiner og annet utstyr til generell bruk";"28.22 Produksjon av løfte- og håndteringsutstyr";"2";"2";"6"
"2018";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.2 Produksjon av andre maskiner og annet utstyr til generell bruk";"28.29 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"2";"1";"4"
"2018";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.9 Produksjon av andre spesialmaskiner";"28.92 Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet";"1";"1";"1"
"2018";"Innlandet";"C Industri";"28 Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted";"28.9 Produksjon av andre spesialmaskiner";"28.99 Produksjon av spesialmaskiner ikke nevnt annet sted";"3";"2";"2"
"2018";"Innlandet";"C Industri";"33 Reparasjon og installasjon av maskiner og utstyr";"33.1 Reparasjon av metallvarer, maskiner og utstyr";"33.11 Reparasjon av bearbeidede metallprodukter";"1";"1";"4"
"2018";"Innlandet";"C Industri";"33 Reparasjon og installasjon av maskiner og utstyr";"33.1 Reparasjon av metallvarer, maskiner og utstyr";"33.12 Reparasjon av maskiner";"9";"5";"15"
"2018";"Innlandet";"D Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35 Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35.1 Produksjon, overføring og distribusjon av elektrisitet";"35.11 Produksjon av elektrisitet";"1";"0";"0"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.9 Bygging av andre anlegg";"42.99 Bygging av andre anlegg ikke nevnt annet sted";"2";"0";"0"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.1 Riving og grunnarbeid";"43.12 Grunnarbeid";"29";"21";"69"
